_elapsed,_wall,angular.x,angular.y,angular.z,linear.x,linear.y,linear.z
21.516284,1788156965.635032,0.0,0.0,0.0,0.0,0.0,0.0
21.617337,1788156965.736085,0.0,0.0,0.0,0.0,0.0,0.0
21.724039,1788156965.842788,0.0,0.0,0.0,0.0,0.0,0.0
21.824870,1788156965.943618,0.0,0.0,0.0,0.0,0.0,0.0
21.928061,1788156966.046809,0.0,0.0,0.0,0.0,0.0,0.0
22.030801,1788156966.149550,0.0,0.0,0.0,0.0,0.0,0.0
22.137074,1788156966.255823,0.0,0.0,0.0,0.0,0.0,0.0
22.240061,1788156966.358810,0.0,0.0,0.0,0.0,0.0,0.0
22.343628,1788156966.462377,0.0,0.0,0.0,0.0,0.0,0.0
22.445234,1788156966.563982,0.0,0.0,0.0,0.0,0.0,0.0
22.549645,1788156966.668394,0.0,0.0,0.0,0.0,0.0,0.0
22.650391,1788156966.769140,0.0,0.0,0.0,0.0,0.0,0.0
22.754356,1788156966.873105,0.0,0.0,0.0,0.0,0.0,0.0
22.856787,1788156966.975536,0.0,0.0,0.0,0.0,0.0,0.0
22.961006,1788156967.079755,0.0,0.0,0.0,0.0,0.0,0.0
23.067956,1788156967.186705,0.0,0.0,0.0,0.0,0.0,0.0
23.171575,1788156967.290324,0.0,0.0,0.0,0.0,0.0,0.0
23.274632,1788156967.393380,0.0,0.0,0.0,0.0,0.0,0.0
23.378487,1788156967.497236,0.0,0.0,0.0,0.0,0.0,0.0
23.479161,1788156967.597910,0.0,0.0,0.0,0.0,0.0,0.0
23.584325,1788156967.703073,0.0,0.0,0.0,0.0,0.0,0.0
23.686502,1788156967.805250,0.0,0.0,0.0,0.0,0.0,0.0
23.788667,1788156967.907416,0.0,0.0,0.0,0.0,0.0,0.0
23.891468,1788156968.010217,0.0,0.0,0.0,0.0,0.0,0.0
23.995294,1788156968.114043,0.0,0.0,0.0,0.0,0.0,0.0
24.098995,1788156968.217744,0.0,0.0,0.0,0.0,0.0,0.0
24.199586,1788156968.318335,0.0,0.0,0.0,0.0,0.0,0.0
24.308448,1788156968.427197,0.0,0.0,0.0,0.0,0.0,0.0
24.412206,1788156968.530955,0.0,0.0,0.0,0.0,0.0,0.0
